8,12.6139,0
9,11.0639,0
11,5.01393,0
19,8.66393,0
20,3.21393,0
21,2.06393,0
22,8.56393,0
23,2.06393,0
28,19.3639,0
30,3.41393,0
33,-1.83607,0
37,12.2139,0
41,3.01393,0
44,11.1639,0
45,24.8139,0
52,2.81393,0
54,17.1139,0
59,13.5639,0
60,3.31393,0
72,23.7639,0
74,18.9639,0
83,6.36393,0
93,2.51393,0
102,9.16393,0
16,-1.83607,0
17,-1.63607,0
33,-1.83607,0
42,-2.53607,0
43,-1.13607,0
46,-4.38607,0
53,-2.43607,0
58,-3.83607,0
63,-2.83607,0
64,-6.03607,0
81,-2.33607,0
92,1.86393,0
105,-1.53607,0
106,-3.13607,0
7,-19.5361,0
24,-12.4861,0
38,-7.38607,0
46,-4.38607,0
49,-9.88607,0
50,-7.48607,0
63,-2.83607,0
64,-6.03607,0
75,-5.63607,0
104,-7.48607,0
106,-3.23607,0
10,-13.7361,0
12,-15.5861,0
24,-12.5861,0
38,-7.28607,0
40,-8.58607,0
49,-9.88607,0
50,-7.48607,0
55,-8.98607,0
104,-7.48607,0
13,-14.1361,0
14,-18.8861,0
15,-10.3361,0
38,-7.28607,0
40,-8.58607,0
49,-9.88607,0
55,-8.98607,0
104,-7.58607,0
18,-18.6861,0
25,-10.9361,0
26,-18.8861,0
27,-19.5361,0
38,-7.18607,0
49,-9.78607,0
29,-16.1861,0
31,-16.5361,0
32,-16.7361,0
34,-14.8361,0
49,-9.78607,0
62,-11.0361,0
35,-19.5361,0
36,-19.5361,0
38,-7.03607,0
39,-19.3861,0
47,-14.8861,0
62,-11.0361,0
38,-7.03607,0
48,-18.3861,0
51,-17.6361,0
56,-19.1861,0
57,-19.5361,0
61,-18.4861,0
65,-13.5361,0
66,-19.4861,0
67,-15.5861,0
104,-7.68607,0
55,-8.78607,0
68,-18.2861,0
69,-19.5361,0
70,-11.8861,0
71,-18.4861,0
73,-17.1361,0
76,-18.2861,0
77,-19.4861,0
78,-14.9861,0
79,-16.1861,0
80,-16.3861,0
82,-18.3861,0
84,-18.3861,0
85,-13.6361,0
86,-18.4861,0
50,-7.58607,0
87,-19.5361,0
88,-14.3361,0
89,-15.2861,0
90,-19.5361,0
91,-18.4861,0
94,-19.5361,0
95,-14.7361,0
96,-16.5361,0
97,-19.4861,0
98,-12.9861,0
99,-19.3861,0
100,-15.0861,0
101,-19.0861,0
103,-19.3861,0
7,-19.5361,0
24,-12.5861,0
38,-6.63607,0
40,-9.18607,0
50,-7.68607,0
55,-8.68607,0
62,-11.0361,0
79,-16.0861,0
104,-7.78607,0
27,-19.4861,0
34,-14.4361,0
49,-9.48607,0
86,-18.5861,0
97,-19.4861,0
103,-19.3861,0
7,-19.5361,0
34,-14.4361,0
38,-6.63607,0
47,-14.9861,0
49,-9.48607,0
50,-7.68607,0
55,-8.68607,0
62,-11.0361,0
104,-7.68607,0
34,-14.4361,0
50,-7.78607,0
55,-8.68607,0
104,-7.68607,0
8,11.1639,0
9,9.16393,0
11,5.56393,0
19,7.11393,0
20,2.61393,0
21,1.16393,0
22,13.0139,0
23,0.963927,0
28,19.9139,0
30,3.01393,0
37,10.8639,0
41,3.31393,0
44,11.0639,0
45,23.2639,0
52,6.36393,0
54,19.2639,0
59,13.1139,0
60,1.66393,0
72,22.4639,0
74,18.5639,0
81,-0.586073,0
83,5.01393,0
93,3.11393,0
102,9.06393,0
105,-1.73607,0
16,-2.23607,0
17,-2.33607,0
25,-10.2361,0
33,-3.13607,0
38,-6.63607,0
42,-2.33607,0
43,-3.13607,0
46,-6.63607,0
50,-6.93607,0
53,-1.63607,0
55,-9.58607,0
58,-3.43607,0
63,-2.83607,0
92,0.863927,0
106,-3.63607,0
7,-19.5361,0
10,-14.6361,0
12,-17.7361,0
40,-8.38607,0
49,-11.1361,0
64,-5.83607,0
75,-6.53607,0
104,-9.08607,0
13,-14.2361,0
14,-19.3861,0
15,-10.5361,0
18,-19.1861,0
24,-13.1861,0
26,-18.7861,0
27,-19.5361,0
29,-16.2861,0
31,-17.6361,0
32,-17.1361,0
34,-13.8361,0
35,-19.5361,0
36,-19.5361,0
39,-19.5361,0
47,-14.9861,0
48,-18.2861,0
51,-17.4361,0
56,-18.7861,0
57,-19.5361,0
61,-18.4861,0
62,-11.9861,0
65,-12.9861,0
66,-19.4861,0
67,-14.8361,0
68,-18.3861,0
69,-19.5361,0
70,-11.9861,0
71,-18.4861,0
73,-16.9361,0
76,-17.0361,0
77,-19.5361,0
78,-15.7861,0
79,-18.1861,0
80,-16.9361,0
82,-18.7861,0
84,-18.3861,0
85,-12.9861,0
86,-18.2861,0
87,-19.5361,0
88,-14.7361,0
89,-14.1361,0
90,-19.5361,0
91,-18.0861,0
94,-19.5361,0
95,-14.8361,0
96,-16.2861,0
97,-19.5361,0
98,-12.1861,0
99,-19.4861,0
100,-14.4361,0
23,0.313927,0
25,-10.1861,0
38,-6.73607,0
50,-6.73607,0
55,-9.08607,0
81,-0.186073,0
101,-18.7861,0
103,-19.5361,0
105,-1.33607,0
24,-12.8861,0
32,-16.7361,0
40,-7.98607,0
46,-6.83607,0
47,-15.2861,0
49,-11.0361,0
12,-17.2361,0
61,-18.4861,0
