1,-22.2545735872837
2,-28.2751735005634
3,-31.796998681677
4,-34.295773413843
5,-36.2339736740041
6,-37.8175985949566
7,-39.1565343875689
8,-40.3163733271226
9,-41.3394237760703
10,-42.2545735872837
11,-43.0824272904482
12,-43.8381985082363
13,-44.5334406334205
14,-45.1771343008485
15,-45.7763987683974
16,-46.3369732404022
17,-46.8635520148492
18,-47.3600236893499
19,-47.8296456063403
20,-48.2751735005634
21,-48.6989594819621
22,-49.1030272037279
23,-49.4891303076356
24,-49.8587984215159
25,-50.2133737607245
26,-50.5540405467001
27,-50.8818488704635
28,-51.1977342141281
29,-51.5025335452629
30,-51.796998681677
31,-52.0818074639692
32,-52.3575731536819
33,-52.6248523848415
34,-52.8841519281288
35,-53.1359344742893
36,-53.3806236026295
37,-53.6186080686236
38,-53.8502455196199
39,-54.0758657278137
40,-54.295773413843
41,-54.5102507216784
42,-54.7195593952418
43,-54.9239426988755
44,-55.1236271170075
45,-55.3188238627906
46,-55.5097302209152
47,-55.6965307459981
48,-55.8793983347955
49,-56.058495187854
50,-56.2339736740041
51,-56.4059771092425
52,-56.5746404599797
53,-56.7400909792995
54,-56.9024487837431
55,-57.0618273771686
56,-57.2183341274078
57,-57.3720707007336
58,-57.5231334585425
59,-57.6716138201266
60,-57.8175985949566
61,-57.9611702874991
62,-58.1024073772488
63,-58.2413845763554
64,-58.3781730669615
65,-58.5128407201408
66,-58.6454522981211
67,-58.7760696413003
68,-58.9047518414085
69,-59.0315554020289
70,-59.1565343875689
71,-59.2797405616652
72,-59.4012235159091
73,-59.5210307896929
74,-59.6392079819033
75,-59.7557988551178
76,-59.8708454328996
77,-59.9843880907334
78,-60.0964656410933
79,-60.2071154130926
80,-60.3163733271226
81,-60.4242739648568
82,-60.5308506349581
83,-60.6361354348052
84,-60.7401593085214
85,-60.8429521015696
86,-60.9445426121551
87,-61.0449586396561
88,-61.1442270302871
89,-61.242373720182
90,-61.3394237760703
91,-61.4354014337056
92,-61.5303301341949
93,-61.6242325583625
94,-61.7171306592777
95,-61.8090456930607
96,-61.8999982480751
97,-61.9900082726086
98,-62.0790951011337
99,-62.1672774792347
100,-62.2545735872837
101,-62.3410010629366
102,-62.4265770225221
103,-62.5113180813872
104,-62.5952403732593
105,-62.6783595686825
106,-62.7606908925791
107,-62.8422491409879
108,-62.9230486970228
109,-63.0031035460962
110,-63.0824272904482
111,-63.1610331630169
112,-63.2389340406874
113,-63.3161424569521
114,-63.3926706140132
115,-63.468530394356
116,-63.5437333718221
117,-63.618290822207
118,-63.6922137334062
119,-63.7655128151344
120,-63.8381985082363
121,-63.9102809936128
122,-63.9817702007787
123,-64.0526758160717
124,-64.1230072905285
125,-64.1927738474449
126,-64.261984489635
127,-64.3306480064029
128,-64.3987729802411
129,-64.4663677932687
130,-64.5334406334205
131,-64.599999500399
132,-64.6660522114007
133,-64.7316064066254
134,-64.7966695545799
135,-64.8612489571839
136,-64.9253517546881
137,-64.9889849304119
138,-65.0521553153085
139,-65.1148695923656
140,-65.1771343008485
141,-65.2389558403914
142,-65.3003404749449
143,-65.361294336585
144,-65.4218234291888
145,-65.4819336319832
146,-65.5416307029725
147,-65.6009202822473
148,-65.6598078951829
149,-65.7182989555292
150,-65.7763987683974
151,-65.8341125331471
152,-65.8914453461792
153,-65.9484022036357
154,-66.004988004013
155,-66.0612075506896
156,-66.117065554373
157,-66.1725666354684
158,-66.2277153263722
159,-66.2825160736928
160,-66.3369732404022
161,-66.3910911079207
162,-66.4448738781364
163,-66.4983256753629
164,-66.5514505482377
165,-66.6042524715619
166,-66.6567353480848
167,-66.7089030102354
168,-66.760759221801
169,-66.8123076795572
170,-66.8635520148492
171,-66.9144957951268
172,-66.9651425254347
173,-67.0154956498597
174,-67.0655585529357
175,-67.1153345610096
176,-67.1648269435667
177,-67.2140389145199
178,-67.2629736334616
179,-67.3116342068816
180,-67.3600236893499
181,-67.4081450846674
182,-67.4560013469852
183,-67.5035953818923
184,-67.5509300474745
185,-67.598008155344
186,-67.6448324716421
187,-67.6914057180137
188,-67.7377305725574
189,-67.7838096707486
190,-67.8296456063403
191,-67.8752409322383
192,-67.9205981613548
193,-67.9657197674392
194,-68.0106081858883
195,-68.0552658145341
196,-68.0996950144133
197,-68.1438981105156
198,-68.1878773925144
199,-68.2316351154779
200,-68.2751735005634
201,-68.3184947356935
202,-68.3616009762162
203,-68.404494345548
204,-68.4471769358017
205,-68.4896508083988
206,-68.5319179946668
207,-68.5739804964221
208,-68.615840286539
209,-68.6574993095048
210,-68.6989594819621
211,-68.7402226932376
212,-68.7812908058588
213,-68.8221656560585
214,-68.8628490542676
215,-68.9033427855959
216,-68.9436486103024
217,-68.9837682642543
218,-69.0237034593758
219,-69.0634558840861
220,-69.1030272037279
221,-69.142419060986
222,-69.1816330762965
223,-69.220670848247
224,-69.259533953967
225,-69.298223949511
226,-69.3367423702318
227,-69.3750907311462
228,-69.4132705272928
229,-69.4512832340815
230,-69.4891303076356
231,-69.5268131851266
232,-69.5643332851017
233,-69.6016920078041
234,-69.6388907354866
235,-69.6759308327185
236,-69.7128136466859
237,-69.7495405074858
238,-69.786112728414
239,-69.8225316062465
240,-69.8587984215159
241,-69.8949144387811
242,-69.9308809068924
243,-69.96669905925
244,-70.0023701140583
245,-70.0378952745744
246,-70.0732757293513
247,-70.1085126524771
248,-70.1436072038081
249,-70.1785605291985
250,-70.2133737607245
251,-70.2480480169045
252,-70.2825844029146
253,-70.3169840108001
254,-70.3512479196825
255,-70.3853771959628
256,-70.4193728935207
