time_stamp,utc_time,latitude,longitude,pressure_alt,gnss_alt,acc_hor,acc_vert,acc_vel,vel_vert,ns_vog,ew_vog,intent_change,autopilot_enabled,nicbaro_crosschecked,on_ground,ident,squawk,fix_type,num_sats,em_status,adsb_enable,modeA_enable,modeC_enable,modeS_enable
54625.016,1279552224,40.233798,-111.640833,0.000,1487.000,9.480,12.84,,-74.36,-0.02,0.510,0,0,0,0,0,"1220",4,,0,7,0,0,0
54626.016,1279552224,40.233798,-111.640833,0.000,1487.000,9.480,12.84,,-74.36,-0.02,0.510,0,0,0,0,0,"1220",4,,0,7,0,0,0
54627.016,1279552224,40.233798,-111.640833,0.000,1487.000,9.480,12.84,,-74.36,-0.02,0.510,0,0,0,0,0,"1220",4,,0,7,0,0,0
54628.016,1279552224,40.233798,-111.640833,0.000,1487.000,9.480,12.84,,-74.36,-0.02,0.510,0,0,0,0,0,"1220",4,,0,7,0,0,0
54629.019,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54630.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54631.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54632.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54633.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54634.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54635.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54636.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54637.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54638.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54639.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54640.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54641.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54642.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54643.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54644.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54645.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54646.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54647.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54648.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54649.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54650.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54651.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54652.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54653.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54654.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54655.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54656.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54657.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54658.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54659.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54660.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54661.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54662.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54663.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54664.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54665.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54666.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54667.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54668.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54669.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54670.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54671.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54672.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54673.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54674.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54675.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54676.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54677.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54678.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54679.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54680.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54681.016,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
54682.017,0,,,0.000,0.000,,393.21,,0.00,0.00,0.000,0,0,0,0,0,"21270",0,0,0,7,0,0,0
