time_stamp,utc_time,latitude,longitude,pressure_alt,gnss_alt,acc_hor,acc_vert,acc_vel,vel_vert,ns_vog,ew_vog,intent_change,autopilot_enabled,nicbaro_crosschecked,on_ground,ident,squawk,fix_type,num_sats,em_status,adsb_enable,modeA_enable,modeC_enable,modeS_enable
54046.227,1279551644,27.549516,-82.542666,-42.914,-18.519,16.515,10.91,3.403,0.04,0.00,0.000,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54046.241,1279551645,27.549516,-82.542666,-43.039,-18.387,16.515,10.82,3.403,0.04,0.00,0.000,0,0,0,0,0,"2260",3,9,0,7,0,0,0
54047.237,1279551646,27.549515,-82.542669,-43.093,-18.650,16.456,10.64,3.391,0.03,-0.02,0.000,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54048.236,1279551647,27.549515,-82.542669,-43.038,-19.106,16.398,10.55,3.379,0.02,0.00,0.000,0,0,0,0,0,"2260",3,9,0,7,0,0,0
54049.237,1279551648,27.549515,-82.542670,-43.318,-19.259,16.456,10.55,3.391,0.01,0.02,-0.040,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54050.237,1279551649,27.549517,-82.542671,-43.095,-19.473,16.339,10.46,3.367,0.00,0.01,-0.010,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54051.236,1279551650,27.549516,-82.542669,-43.477,-19.540,16.339,10.46,3.367,0.01,0.00,0.000,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54052.235,1279551651,27.549513,-82.542669,-43.235,-19.521,16.280,10.46,3.356,0.03,0.00,0.000,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54053.235,1279551652,27.549515,-82.542670,-43.279,-19.514,16.280,10.91,3.356,0.02,0.02,-0.020,0,0,0,0,0,"2260",3,8,0,7,0,0,0
54054.236,1279551653,27.549513,-82.542669,-43.229,-19.610,15.983,10.82,3.296,0.03,0.00,0.020,0,0,0,0,0,"2260",3,9,0,7,0,0,0
54055.236,1279551654,27.549513,-82.542669,-43.037,-19.540,15.923,10.73,3.284,0.03,0.00,0.010,0,0,0,0,0,"2260",3,8,0,7,0,0,0
