time_stamp,ICAO,lat (deg),lon (deg),altitude (meters),heading,hor_velocity (mps),ver_velocity (mps),latlon valid,altitude valid,heading valid,velocity valid,callsign valid,ident valid,simulated report,vert_vel valid,baro valid,source_uat,squawk,altitude_type,callsign,emitter_type,tslc
54046.071,"A3D10F",27.241242,-82.248474,10653,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,1
54046.078,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,14
54046.088,"FAA027",40.233693,-111.676025,1486,90.000,4.620,1.620,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54047.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54047.036,"FAA020",40.233779,-111.675854,1486,90.000,4.620,2.270,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54047.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,6
54047.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54047.062,"A32AD1",27.598819,-82.478067,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54047.071,"A3D10F",27.241242,-82.248474,10653,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,2
54047.079,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,15
54047.087,"FAA027",40.233693,-111.676004,1486,90.000,4.620,2.270,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54048.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54048.036,"FAA020",40.233779,-111.675811,1486,90.000,4.620,3.250,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54048.043,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,7
54048.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54048.062,"A32AD1",27.596925,-82.477165,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54048.071,"A3D10F",27.241242,-82.248474,10653,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,3
54048.078,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,16
54048.088,"FAA027",40.233693,-111.676004,1486,90.000,4.620,2.270,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,2
54049.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54049.036,"FAA020",40.233779,-111.675704,1486,90.000,4.620,4.870,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54049.043,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,8
54049.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54049.062,"A32AD1",27.594630,-82.476115,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54049.071,"A3D10F",27.241242,-82.248474,10653,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,1
54049.078,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,17
54049.088,"FAA027",40.233693,-111.675854,1486,90.000,4.620,4.550,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54050.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54050.035,"FAA020",40.233779,-111.675682,1486,90.000,4.620,5.200,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54050.043,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,9
54050.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54050.062,"A32AD1",27.592627,-82.475162,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54050.069,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,1
54050.078,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,18
54050.088,"FAA027",40.233693,-111.675768,1486,90.000,4.620,5.850,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54051.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54051.036,"FAA020",40.233779,-111.675618,1486,90.000,4.620,6.500,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54051.044,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,10
54051.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54051.061,"A32AD1",27.590442,-82.474157,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54051.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,2
54051.078,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,19
54051.087,"FAA027",40.233693,-111.675747,1486,90.000,4.620,6.170,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54052.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54052.036,"FAA020",40.233779,-111.675553,1486,90.000,4.620,7.470,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54052.043,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,11
54052.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54052.062,"A32AD1",27.588365,-82.473178,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54052.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,3
54052.078,"A6EC56",28.236650,-82.391021,10371,348.560,230.470,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,20
54052.088,"FAA027",40.233693,-111.675661,1486,90.000,4.620,7.470,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54053.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54053.035,"FAA020",40.233779,-111.675511,1486,90.000,4.620,8.450,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54053.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,12
54053.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.510,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54053.062,"A32AD1",27.586669,-82.472358,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,0
54053.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,4
54053.078,"A6EC56",28.277299,-82.400314,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,1
54053.087,"FAA027",40.233693,-111.675618,1486,90.000,4.620,8.450,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54054.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54054.036,"FAA020",40.233779,-111.675425,1486,90.000,4.620,9.420,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54054.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,13
54054.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54054.061,"A32AD1",27.584563,-82.471411,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54054.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,5
54054.078,"A6EC56",28.277299,-82.400314,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,2
54054.087,"FAA027",40.233693,-111.675553,1486,90.000,4.620,9.100,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54055.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54055.035,"FAA020",40.233779,-111.675360,1486,90.000,4.620,10.720,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54055.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,14
54055.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54055.062,"A32AD1",27.582480,-82.470406,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54055.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,6
54055.078,"A6EC56",28.277299,-82.400314,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,3
54055.088,"FAA027",40.233693,-111.675511,1486,90.000,4.620,10.070,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54056.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54056.036,"FAA020",40.233779,-111.675296,1486,90.000,4.620,11.700,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54056.043,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,15
54056.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54056.062,"A32AD1",27.580810,-82.469600,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54056.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,7
54056.079,"A6EC56",28.277299,-82.400314,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,4
54056.087,"FAA027",40.233693,-111.675446,1486,90.000,4.620,11.050,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54057.025,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54057.035,"FAA020",40.233779,-111.675231,1486,90.000,4.620,12.670,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54057.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,16
54057.052,"AAAA11",27.549505,-82.542687,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54057.062,"A32AD1",27.579024,-82.468768,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54057.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,8
54057.078,"A6EC56",28.277299,-82.400314,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,5
54057.088,"FAA027",40.233693,-111.675403,1486,90.000,4.620,12.020,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54058.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54058.035,"FAA020",40.233779,-111.675167,1486,90.000,4.620,13.650,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54058.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,17
54058.052,"AAAA11",27.549505,-82.542687,-46,123.690,1.850,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54058.062,"A32AD1",27.576896,-82.467821,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54058.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,9
54058.078,"A6EC56",28.277299,-82.400314,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,6
54058.087,"FAA027",40.233693,-111.675296,1486,90.000,4.620,13.650,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54059.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54059.036,"FAA020",40.233779,-111.675103,1486,90.000,4.620,14.630,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54059.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,1,1,1,1,0,0,0,1,1,0,"0000",0,"",0,18
54059.052,"AAAA11",27.549484,-82.542665,-46,123.690,1.850,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54059.062,"A32AD1",27.574938,-82.466867,12489,157.390,239.210,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54059.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,10
54059.079,"A6EC56",28.289562,-82.402957,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,1
54059.087,"FAA027",40.233693,-111.675253,1486,90.000,4.620,14.300,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54060.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54060.036,"FAA020",40.233779,-111.675081,1486,90.000,4.620,15.280,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54060.043,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,19
54060.052,"AAAA11",27.549484,-82.542644,-46,126.860,2.570,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54060.061,"A32AD1",27.572845,-82.465869,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54060.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,11
54060.078,"A6EC56",28.289562,-82.402957,10371,348.710,230.980,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,1
54060.088,"FAA027",40.233693,-111.675189,1486,90.000,4.620,15.280,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54061.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54061.035,"FAA020",40.233779,-111.674995,1486,90.000,4.620,16.580,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54061.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,20
54061.052,"AAAA11",27.549462,-82.542622,-46,128.650,3.290,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54061.062,"A32AD1",27.570832,-82.464934,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54061.072,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,12
54061.078,"A6EC56",28.293594,-82.403693,10371,350.160,231.490,0.320,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,1
54061.087,"FAA027",40.233693,-111.675189,1486,90.000,4.620,15.280,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,2
54062.027,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54062.035,"FAA020",40.233779,-111.674953,1486,90.000,4.620,17.230,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54062.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,21
54062.052,"AAAA11",27.549441,-82.542579,-46,135.000,3.630,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54062.061,"A32AD1",27.568560,-82.463859,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54062.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,13
54062.078,"A6EC56",28.293594,-82.403693,10371,350.410,231.490,0.320,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,1
54062.088,"FAA027",40.233693,-111.675038,1486,90.000,4.620,17.880,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54063.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54063.035,"FAA020",40.233779,-111.674867,1486,90.000,4.620,18.850,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54063.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,22
54063.052,"AAAA11",27.549419,-82.542558,-46,135.000,3.630,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54063.062,"A32AD1",27.566435,-82.462912,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54063.071,"A3D10F",27.229427,-82.237107,10615,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,14
54063.079,"A6EC56",28.293594,-82.403693,10371,350.410,231.490,0.320,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,2
54063.087,"FAA027",40.233693,-111.675017,1486,90.000,4.620,18.200,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54064.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54064.035,"FAA020",40.233779,-111.674824,1486,90.000,4.620,19.500,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54064.042,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,23
54064.052,"AAAA11",27.549398,-82.542515,-46,135.000,4.360,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54064.062,"A32AD1",27.564653,-82.462080,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,0
54064.071,"A3D10F",27.205126,-82.213709,10546,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,0
54064.078,"A6EC56",28.293594,-82.403693,10371,350.410,231.490,0.320,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,3
54064.088,"FAA027",40.233693,-111.674931,1486,90.000,4.620,19.830,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54065.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54065.035,"FAA020",40.233779,-111.674781,1486,90.000,4.620,20.150,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54065.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,24
54065.052,"AAAA11",27.549355,-82.542493,-46,144.460,4.420,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54065.062,"A32AD1",27.562682,-82.461152,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,0
54065.072,"A3D10F",27.205126,-82.213709,10546,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,1
54065.078,"A6EC56",28.302291,-82.405338,10371,350.410,231.490,0.320,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,0
54065.087,"FAA027",40.233693,-111.674888,1486,90.000,4.620,20.480,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
54066.026,"AAAA16",27.549548,-82.542708,-46,0.000,0.000,0.000,1,1,1,1,1,0,0,0,1,0,"0000",0,"TEST16  ",14,1
54066.035,"FAA020",40.233779,-111.674695,1486,90.000,4.620,21.780,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING20  ",14,1
54066.045,"A3E61A",27.932554,-82.179430,13106,330.790,224.290,-0.320,0,1,1,1,0,0,0,1,1,0,"0000",0,"",0,25
54066.052,"AAAA11",27.549333,-82.542472,-46,144.460,4.420,0.000,1,1,1,1,1,0,0,0,1,1,"0000",0,"TEST11  ",14,1
54066.062,"A32AD1",27.560486,-82.460115,12489,157.280,239.730,0.000,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL1263 ",3,1
54066.071,"A3D10F",27.205126,-82.213709,10546,139.270,248.990,-4.870,1,1,1,1,1,1,0,1,1,0,"0000",0,"DAL2294 ",3,2
54066.078,"A6EC56",28.302291,-82.405338,10371,350.410,231.490,0.320,1,1,1,1,1,1,0,1,1,0,"0000",0,"AAL2064 ",3,1
54066.088,"FAA027",40.233693,-111.674845,1486,90.000,4.620,21.130,1,1,1,1,1,0,0,0,0,0,"0000",1,"PING27  ",14,1
