0,-7972.16,-305.2471
1,-3154.62,-7327.821
2,-1702.22,7794.291
3,-4369.47,6675.041
4,7954.28,614.7781
5,7896,1140.91
6,7695.58,2103.951
7,321.319,-7971.531
8,-5161.6,-6083.281
9,7961.86,507.2071
10,-7901.81,1099.981
11,-7589.69,-2458.691
12,-4030.64,6884.941
13,-6534.61,-4576.821
14,6637.64,-4426.081
15,257.611,7973.841
16,2788.01,7474.991
17,7922.93,935.8081
18,3244.28,7288.561
19,4197.29,6784.631
20,7916.3,-990.2991
21,7241.55,3347.91
22,-5763.05,5516.861
23,-1852.17,-7760.021
24,-4629.7,-6497.261
25,5404.92,5868.161
26,-5937.81,-5328.311
27,-7833.01,1514.061
28,-611.719,-7954.511
29,7941.36,763.7081
30,1011.53,7913.611
31,-7935.75,819.9911
32,-717.126,-7945.71
33,7333.29,3141.881
34,7674.22,-2180.571
35,7139.47,3560.411
36,-5123.21,6115.651
37,-4810.66,-6364.441
38,-3410.92,7212.081
39,2951.38,-74121
40,5635.29,5647.31
41,1672.24,7800.781
42,-3643.33,7097.511
43,-7364.07,-3069.041
44,5670.61,-5611.841
45,-1060.65,-7907.181
46,-4971.71,6239.441
47,-6030.64,5223.021
48,7771.71,1802.491
49,1403.05,7853.661
50,-6484.71,4647.261
51,7975.61,-195.2031
52,-7945.34,721.1211
53,391.795,-7968.371
54,-7950.89,-657.1611
55,-6695.04,4338.771
56,-5738.4,-5542.491
57,3221.73,7298.561
58,-4878.62,-6312.491
59,7973.83,-257.9141
60,5668.1,5614.371
61,2350.86,7623.771
62,-7114.05,-3610.931
63,1243.69,-7880.461
64,-5146.6,-6095.991
65,-109.15,-7977.251
66,-7842.11,1466.21
67,6221.39,-4994.271
68,7673.48,-2183.161
69,6484.01,4648.231
70,-3628.38,-7105.161
71,7942.62,750.471
72,-1965.27,-7732.151
73,1452.71,7844.621
74,-4217.65,6771.991
75,7294.02,-32321
76,327.268,7971.281
77,-7703.92,-2073.191
78,6747.56,-4256.631
79,-408.574,7967.531
80,6408.55,4751.741
81,-7365.86,3064.731
